author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,EOL
"Sabrina Kirrane","DC Proposal: Knowledge Based Access Control Policy Specification and Enforcement",293-300,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320297.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_21,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/5,http://data.semanticweb.org/conference/iswc/2011/complete,"Access Control,Information Analysis,Knowledge Discovery,Linked Data,Policy,Reasoning","The explosion of digital content and the heterogeneity of enterprise content sources have resulted in a pressing need for advanced tools and technologies, to support enterprise content search and analysis. Semantic technology and linked data may be the long term solution to this growing problem. Our research explores the application of access control to a knowledge discovery platform. In order to ensure integrated information is only accessible to authorised individuals, existing access control policies need to be associated with the data. Through in-depth analysis we aim to propose an access control model and enforcement framework which can be used to represent and enforce various access models both inside and outside the enterprise. Furthermore, through experimentation we plan to develop a methodology which can be used as a guideline for the lifting of distributed access control policies from the individual data sources to a linked data network.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Ivo Lasek","DC Proposal: Model for News Filtering with Named Entities",309-316,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320313.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_23,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/12,http://data.semanticweb.org/conference/iswc/2011/complete,"Evaluation Methods,Information Filtering,User Modelling","Semantic Web technologies are becoming more interleaved withgeospatial databases, which should lead to an easier integration and querying of spatial data. This is fostered by a growing amount of publicly available geospatial data like OpenStreetMap. However, the integration can lead to geographic inconsistencies and contradictions when combining multiple knowledge base. Having the integration in place, users might not issue standard queries and search points-of-interest, but rather interested in regions with specific attributes assigned to them. Though, having large amounts of spatial data available, standard databases and reasoners do not provide the means for (quantitative) spatial queries, or struggle to answer them efficiently. We seek to combine spatial reasoning, (nonmonotonic) logic programming, and ontologies for integrating geospatial databases and Semantic Web technologies. The focus of our investigation will be on a modular design, on efficiently process large amounts of spatial data, and on enabling default reasoning. We propose a two-tier design related to HEX-programs, which should lead to a plausible trade-off between modularity and efficiency. Furthermore, we consider suitable geo-ontologies to semantically annotate and link different geospatial sources. Finally, the findings should lead to a proof-of-concept implementation, which will be tested for efficiency and modularity in artificial and real-world use cases.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Benedikt Kämpgen","DC Proposal: Online Analytical Processing of Statistical Linked Data",301-308,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320305.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_22,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/32,http://data.semanticweb.org/conference/iswc/2011/complete,"OLAP,Semantic Web ontology,statistical Linked Data","The amount of Linked Data containing statistics is increasing; and so is the need for concepts of analysing these statistics. Yet, there are challenges, e.g., discovering datasets, integrating data of different granularities, or selecting mathematical functions. To automatically, ﬂexibly, and scalable integrate statistical Linked Data for expressive and reliable analysis, we propose to use expressive Semantic Web ontologies to build and evolve a well-interlinked conceptual model of statistical data for Online Analytical Processing.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Man Zhu","DC Proposal: Ontology Learning from Noisy Linked Data",373-380,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320377.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_31,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/20,http://data.semanticweb.org/conference/iswc/2011/complete,"Linked Data,Statistical Relational Learning,ontology learning","Mobile devices like smartphones together with social networks enable people to generate, share, and consume enormous amounts of media content. Common search operations, for example searching for a music clip based on artist name and song title on video platforms such as YouTube, can be achieved both based on potentially shallow human-generated metadata, or based on more profound content analysis, driven by Optical Character Recognition (OCR) or Automatic Speech Recognition (ASR). However, more advanced use cases, such as summaries or compilations of several pieces of media content covering a certain event, are hard, if not impossible to fulfill at large scale. One example of such event can be a keynote speech held at a conference, where, given a stable network connection, media content is published on social networks while the event is still going on.In our thesis, we develop a framework for media content processing, leveraging social networks, utilizing the Web of Data and fine-grained media content addressing schemes like Media Fragments URIs to provide a scalable and sophisticated solution to realize the above use cases: media content summaries and compilations. We evaluate our approach on the entity level against social media platform APIs in conjunction with Linked (Open) Data sources, comparing the current manual approaches against our semi-automated approach. Our proposed framework can be used as an extension for existing video platforms.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Luca Costabello","DC Proposal: PRISSMA, Towards Mobile Adaptive Presentation of the Web of Data",269-276,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320273.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_18,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/16,http://data.semanticweb.org/conference/iswc/2011/complete,"Adaptive UI,Mobile Web of Data,RDF Presentation","Ontology learning - loosely, the process of knowledge extrac-tion from diverse data sources - provides (semi-) automatic support forontology construction. As the `Web of Linked Data&apos; vision of the Seman-tic Web is coming true, the `explosion&apos; of Linked Data provides morethan sufficient data for ontology learning algorithms in terms of quan-tity. However, with respect to quality, notable issue of noises (e.g.,partialor erroneous data) arises from Linked Data construction. Our doctoralresearches will make theoretical and engineering contribution to ontologylearning approaches for noisy Linked data. More exactly, we will use theapproach of Statistical Relational Learning (SRL) to develop learningalgorithms for the underlying tasks. In particular, we will learn OWLaxioms inductively from Linked Data under probabilistic setting, andanalyze the noises in the Linked Data on the basis of the learned ax-ioms. Finally, we will make the evaluation on proposed approaches withvarious experiments.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Patrik Schneider","DC Proposal: Towards a Framework for Efficient Query Answering and Integration of Geospatial Data",349-356,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320353.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_28,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/2,http://data.semanticweb.org/conference/iswc/2011/complete,"Combining Ontologies and Rules,Geospatial Databases,Nonmonotonic Reasoning,Region Conncection Calculus","Semantic Web technologies are becoming more interleaved with geospatial databases, which should lead to an easier integration and querying of spatial data. This is fostered by a growing amount of publicly available geospatial data like OpenStreetMap. However, the integration can lead to geographic inconsistencies when combining multiple knowledge bases. Having the integration in place, users might not just issue a points-of-interest search, but rather might be interested in regions with speciﬁc attributes assigned to them. Though, having large amounts of spatial data available, standard databases and reasoners do not provide the means for (quantitative) spatial queries, or struggle to answer them efﬁciently. We seek to combine spatial reasoning, (nonmonotonic) logic programming, and ontologies for integrating geospatial databases with Semantic Web technologies. The focus of our investigation will be on a modular design, on efﬁcient processing of large amounts of spatial data, and on enabling default reasoning. We propose a two-tier design related to HEX-programs, which should lead to a plausible trade-off between modularity and efﬁciency. Furthermore, we consider suitable geo-ontologies to semantically annotate and link different sources. Finally, the ﬁndings should lead to a proof-of-concept implementation, which will be tested for efﬁciency and modularity in artiﬁcial and real-world use cases. Background and Problem Statement Fostered by a popular demand for location-aware search applications, linking and querying spatial data has become an active research ﬁeld. At the same time, governments open up their ofﬁcial datasets for public use, and collaborative projects like OpenStreetMap (OSM) are becoming large sources of spatial data (http://www.openstreetmap.org/). In this context, geospatial databases are the backbone for storing and querying these data. Hence they have been extensively studied by the Geographic Information Systems (GIS) community (cf. [9, 18]). Geospatial databases often have the drawback that querying them is complicated, inference mechanisms are virtually non-existent, and extending them is difﬁcult. In response, Semantic Web technologies are becoming more interleaved with geospatial databases [5, 24], which should lead to an easier integration and querying of spatial Supported by the Austrian Research Promotion Agency (FFG) project P828897, the Marie Curie action IRSES under Grant No. 24761 (Net2), and the EC project OntoRule (IST-2009-231875).",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Karl Hammar","DC Proposal: Towards an ODP Quality Model",277-284,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320281.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_19,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/26,http://data.semanticweb.org/conference/iswc/2011/complete,"ODP,Ontologies,Ontology Design Pattern,Ontology Engineering,Quality Model","Expertise modeling has been the subject of extensive research in two main disciplines - Information Retrieval (IR) and Social Network Analysis (SNA). Both IR and SNA techniques build the expertise model through a document-centric approach providing a macro-perspective on the knowledge emerging from large corpus of static documents. With the emergence of the Web of Data, there has been a significant shift from static to evolving documents, characterized by micro-contributions. Thus, the existing macro-perspective is no longer sufficient to track the evolution of both knowledge and expertise. The aim of this research is to provide an all-encompassing, domain-agnostic model for expertise profiling in the context of dynamic, living documents and evolving knowledge bases. Our approach combines: (i) fine-grained provenance, (ii) weighted mappings of Linked Data concepts to expertise profiles, via the application of IR-inspired techniques on micro-contributions, and (iii) collaboration networks - to create and enrich expertise profiles in community-centered environments.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Anisa Rula","DC Proposal: Towards Linked Data Assessment and Linking Temporal Facts",341-348,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/DC_Proposals/70320345.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_27,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/doctoral-consortium/30,http://data.semanticweb.org/conference/iswc/2011/complete,"Linked Data Quality,Quality Assessment,Temporal Linking","Since the Linked Data is continuously growing on the Web, the quality of overall data can rapidly degrade over time. The research proposed here deals with the quality assessment in the Linked Data and the temporal linking techniques. First, we conduct an in-depth study of appropriate dimensions and their respectively metrics by deﬁning a data quality framework that evaluates, along these dimensions, linked published data on the Web. Second, since the assessment and improvement of the Linked Data quality such as accuracy or the resolution of heterogeneities is performed through record linkage techniques, we propose an extended technique that apply time in similarity computation which can improve over traditional linkage techniques. This paper describes the core problem, presents the proposed approach, reports on initial results, and lists planned future tasks.",http://data.semanticweb.org/conference/iswc/2011,"Doctoral Consortium Paper",,EOL
"Chiara Del Vescovo, Damian Gessler, Pavel Klinov, Bijan Parsia, Ulrike Sattler, Thomas Schneider, Andrew Winget","Decomposition and Modular Structure of BioPortal Ontologies",130-145,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/11/70310129.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_9,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/124,http://data.semanticweb.org/conference/iswc/2011/complete,"OWL,SSWAP,atomic decomposition,modularity,semantic Web services","Abstract We present the ﬁrst large scale investigation into the modular structure of a substantial collection of state-of-the-art biomedical ontologies, namely those maintained in the NCBO BioPortal repository. 5 Using the notion of Atomic Decomposition, we partition BioPortal ontologies into logically coherent subsets (atoms), which are related to each other by a notion of dependency. We analyze various aspects of the resulting structures, and discuss their implications on applications of ontologies. In particular, we describe and investigate the usage of these ontology decompositions to extract modules, for instance, to facilitate matchmaking of semantic Web services in SSWAP (Simple Semantic Web Architecture and Protocol). Descriptions of those services use terms from BioPortal so service discovery requires reasoning with respect to relevant fragments of ontologies (i.e., modules). We present a novel algorithm for extracting modules from decomposed BioPortal ontologies which is able to quickly identify atoms that need to be included in a module to ensure logically complete reasoning. Compared to existing module extraction algorithms, it has a number of beneﬁts, including improved performance and the possibility to avoid loading the entire ontology into memory. The algorithm is also evaluated on BioPortal ontologies and the results are presented and discussed.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Marcin Wylot, Jigé Pont, Mariusz Wisniewski, Philippe Cudré-Mauroux","dipLODocus[RDF] - Short and Long-Tail RDF Analytics for Massive Webs of Data",778-793,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/05/70310768.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_49,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/102,http://data.semanticweb.org/conference/iswc/2011/complete,"Analytics,Graph Patterns,Hybrid Storage,RDF Data Management","The proliferation of semantic data on the Web requires RDF database systems to constantly improve their scalability and transactional eﬃciency. At the same time, users are increasingly interested in investigating or visualizing large collections of online data by performing complex analytic queries. This paper introduces a novel database system for RDF data management called dipLODocus [RDF] , which supports both transactional and analytical queries eﬃciently. dipLODocus [RDF] takes advantage of a new hybrid storage model for RDF data based on recurring graph patterns. In this paper, we describe the general architecture of our system and compare its performance to state-of-the-art solutions for both transactional and analytic workloads.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Roi Blanco, Peter Mika, Sebastiano Vigna","Effective and Efficient Entity Search in RDF data",83-97,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/01/70310081.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_6,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/344,http://data.semanticweb.org/conference/iswc/2011/complete,"information retrieval,semantic search,web search","Triple stores have long provided RDF storage as well as data access using expressive, formal query languages such as SPARQL. The new end users of the Semantic Web, however, are mostly unaware of SPARQL and overwhelmingly prefer imprecise, informal keyword queries for searching over data. At the same time, the amount of data on the Semantic Web is approaching the limits of the architectures that provide support for the full expressivity of SPARQL. These factors combined have led to an increased interest in semantic search, i.e. access to RDF data using Information Retrieval methods. In this work, we propose a method for effective and eﬃcient entity search over RDF data. We describe an adaptation of the BM25F ranking function for RDF data, and demonstrate that it outperforms other state-of-the-art methods in ranking RDF resources. We also propose a set of new index structures for eﬃcient retrieval and ranking of results. We implement these results using the open-source MG4J framework.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Haizhou Fu, Kemafor Anyanwu","Effectively Interpreting Keyword Queries on RDF Databases with a Rear View",193-208,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/01/70310192.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_13,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/325,http://data.semanticweb.org/conference/iswc/2011/complete,"Context-sensitive keyword search,Keyword query interpretation,RDF databases","Effective techniques for keyword search over RDF databases incorporate an explicit interpretation phase that maps keywords in a keyword query to structured query constructs. Because of the ambiguity of keyword queries, it is often not possible to generate a unique interpretation for a keyword query. Consequently, heuristics geared toward generating the top-K likeliest user-intended interpretations have been proposed. However, heuristics currently proposed fail to capture any userdependent characteristics, but rather depend on database-dependent properties such as occurrence frequency of subgraph pattern connecting keywords. This leads to the problem of generating top-K interpretations that are not aligned with user intentions. In this paper, we propose a contextaware approach for keyword query interpretation that personalizes the interpretation process based on a user’s query context. Our approach addresses the novel problem of using a sequence of structured queries corresponding to interpretations of keyword queries in the query history as contextual information for biasing the interpretation of a new query. Experimental results presented over DBPedia dataset show that our approach outperforms the state-of-the-art technique on both eﬃciency and effectiveness, particularly for ambiguous queries.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Gregory Todd Williams, Jesse Weaver","Enabling fine-grained HTTP caching of SPARQL query results",762-777,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/03/70310752.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_48,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/318,http://data.semanticweb.org/conference/iswc/2011/complete,"Caching,HTTP,Query Evaluation,SPARQL,Scalability","As SPARQL endpoints are increasingly used to serve linked data, their ability to scale becomes crucial. Although much work has been done to improve query evaluation, little has been done to take advantage of caching. Effective solutions for caching query results can improve scalability by reducing latency, network IO, and CPU overhead. We show that simple augmentation of the database indexes found in common SPARQL implementations can directly lead to effective caching at the HTTP protocol level. Using tests from the Berlin SPARQL benchmark, we evaluate the potential of such caching to improve overall eﬃciency of SPARQL query evaluation.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Andrea Giovanni Nuzzolese, Aldo Gangemi, Valentina Presutti, Paolo Ciancarini","Encyclopedic Knowledge Patterns from Wikipedia Links",520-536,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/07/70310512.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_33,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/200,http://data.semanticweb.org/conference/iswc/2011/complete,"dbpedia knowledge patterns,empirical knowledge engineering,ontology design patterns","What is the most intuitive way of organizing concepts for describing things? What are the most relevant types of things that people use for describing other things? Wikipedia and Linked Data offer knowledge engineering researchers a chance to empirically identifying invariances in conceptual organization of knowledge i.e. knowledge patterns. In this paper, we present a resource of Encyclopedic Knowledge Patterns that have been discovered by analyizing the Wikipedia page links dataset, describe their evaluation with a user study, and discuss why it enables a number of research directions contributing to the realization of a meaningful Semantic Web.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Yang Yu, Jeff Heflin","Extending Functional Dependency to Detect Abnormal Data in RDF Graphs",794-809,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/06/70310784.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_50,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/328,http://data.semanticweb.org/conference/iswc/2011/complete,"Semantic Web data quality,abnormal data in RDF graphs,value-clustered graph functional dependency","Data quality issues arise in the Semantic Web because data is created by diverse people and/or automated tools. In particular, erroneous triples may occur due to factual errors in the original data source, the acquisition tools employed, misuse of ontologies, or errors in ontology alignment. We propose that the degree to which a triple deviates from similar triples can be an important heuristic for identifying errors. Inspired by functional dependency, which has shown promise in database data quality research, we introduce value-clustered graph functional dependency to detect abnormal data in RDF graphs. To better deal with Semantic Web data, this extends the concept of functional dependency on several aspects. First, there is the issue of scale, since we must consider the whole data schema instead of being restricted to one database relation. Second, it deals with multi-valued properties without explicit value correlations as speciﬁed as tuples in databases. Third, it uses clustering to consider classes of values. Focusing on these characteristics, we propose a number of heuristics and algorithms to eﬃciently discover the extended dependencies and use them to detect abnormal data. Experiments have shown that the system is eﬃcient on multiple data sets and also detects many quality problems in real world data.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Yi-Dong Shen, Kewen Wang","Extending Logic Programs with Description Logic Expressions for the Semantic Web",633-648,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/08/70310624.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_40,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/78,http://data.semanticweb.org/conference/iswc/2011/complete,"description logics,logic programming,ontologies and semantics,rules","Recently much attention has been directed to extending logic programming with description logic (DL) expressions, so that logic programs have access to DL knowledge bases and thus are able to reason with ontologies in the Semantic Web. In this paper, we propose a new extension of logic programs with DL expressions, called normal DL logic programs. In a normal DL logic program arbitrary DL expressions are allowed to appear in rule bodies and atomic DL expressions (i.e., atomic concepts and atomic roles) allowed in rule heads. We extend the key condition of well-supportedness for normal logic programs under the standard answer set semantics to normal DL logic programs and deﬁne an answer set semantics for DL logic programs which satisﬁes the extended well-supportedness condition. We show that the answer set semantics for normal DL logic programs is decidable if the underlying description logic is decidable (e.g. SHOIN or SROIQ).",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Anna Lisa Gentile, Vitaveska Lanfranchi, Suvodeep Mazumdar, Fabio Ciravegna","Extracting Semantic User Networks From Informal Communication Exchanges",209-224,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/12/70310208.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_14,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/216,http://data.semanticweb.org/conference/iswc/2011/complete,"Informal Knowledge,Semantic user profiles,Social networks","Nowadays communication exchanges are an integral and time consuming part of people’s job, especially for the so called knowledge workers. Contents discussed during meetings, instant messaging exchanges, email exchanges therefore constitute a potential source of knowledge within an organisation, which is only shared with those immediately involved in the particular communication act. This poses a knowledge management issue, as this kind of contents become “buried knowledge”. This work uses semantic technologies to extract buried knowledge, enabling expertise ﬁnding and topic trends spotting. Speciﬁcally we claim it is possible to automatically model people’s expertise by monitoring informal communication exchanges (email) and semantically annotating their content to derive dynamic user proﬁles. Proﬁles are then used to calculate similarity between people and plot semantic knowledge-based networks. The major contribution and novelty of this work is the exploitation of semantic concepts captured from informal content to build a semantic network which reﬂects people expertise rather than capturing social interactions. We validate the approach using contents from a research group internal mailing list, using email exchanges within the group collected over a ten months period.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Michael Schmidt, Olaf Görlitz, Peter Haase, Günter Ladwig, Andreas Schwarte, Thanh Tran","FedBench: A Benchmark Suite for Federated Semantic Data Query Processing",585-600,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/05/70310576.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_37,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/66,http://data.semanticweb.org/conference/iswc/2011/complete,"Benchmarking,Federated Query Processing,Linked Data,Linked Open Data,Performance,RDF,SPARQL","In this paper we present FedBench, a comprehensive benchmark suite for testing and analyzing the performance of federated query processing strategies on semantic data. The major challenge lies in the heterogeneity of semantic data use cases, where applications may face different settings at both the data and query level, such as varying data access interfaces, incomplete knowledge about data sources, availability of different statistics, and varying degrees of query expressiveness. Accounting for this heterogeneity, we present a highly ﬂexible benchmark suite, which can be customized to accommodate a variety of use cases and compare competing approaches. We discuss design decisions, highlight the ﬂexibility in customization, and elaborate on the choice of data and query sets. The practicability of our benchmark is demonstrated by a rigorous evaluation of various application scenarios, where we indicate both the beneﬁts as well as limitations of the state-of-the-art federated query processing strategies for semantic data.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Andreas Schwarte, Peter Haase, Katja Hose, Ralf Schenkel, Michael Schmidt","FedX: Optimization Techniques for Federated Query Processing on Linked Data",601-616,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/05/70310592.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_38,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/133,http://data.semanticweb.org/conference/iswc/2011/complete,"Federated Query Processing,Linked Data,Linked Open Data,Optimization Techniques,Query Engine,SPARQL","Motivated by the ongoing success of Linked Data and the growing amount of semantic data sources available on the Web, new challenges to query processing are emerging. Especially in distributed settings that require joining data provided by multiple sources, sophisticated optimization techniques are necessary for eﬃcient query processing. We propose novel join processing and grouping techniques to minimize the number of remote requests, and develop an effective solution for source selection in the absence of preprocessed metadata. We present FedX, a practical framework that enables eﬃcient SPARQL query processing on heterogeneous, virtually integrated Linked Data sources. In experiments, we demonstrate the practicability and eﬃciency of our framework on a set of real-world queries and data sources from the Linked Open Data cloud. With FedX we achieve a signiﬁcant improvement in query performance over state-of-the-art federated query engines.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Ricardo Kawase, George Papadakis, Fabian Abel","Generating Resource Profiles by Exploiting the Context of Social Annotations",289-304,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/12/70310288.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_19,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/241,http://data.semanticweb.org/conference/iswc/2011/complete,"Conterxtualization,Folksonomies,Resource-profile","Typical tagging systems merely capture that part of the tagging interactions that enrich the semantics of tag assignments according to the system’s purposes. The common practice is to build tag-based resource or user proﬁles on the basis of statistics about tags, disregarding the additional evidence that pertain to the resource, the user or the tag assignment itself. Thus, the main bulk of this valuable information is ignored when generating user or resource proﬁles. In this work, we formalize the notion of tag-based and context-based resource proﬁles and introduce a generic strategy for building such proﬁles by incorporating available context information from all parts involved in a tag assignment. Our method takes into account not only the contextual information attached to the tag, the user and the resource, but also the metadata attached to the tag assignment itself. We demonstrate and evaluate our approach on two different social tagging systems and analyze the impact of several context-based resource modeling strategies within the scope of tag recommendations. The outcomes of our study suggest a signiﬁcant improvement over other methods typically employed for this task.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Vít Novácek, Siegfried Handschuh, Stefan Decker","Getting the Meaning Right: A Complementary Distributional Layer for the Web Semantics",504-519,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Research_Paper/09/70310496.pdf,http://dx.doi.org/10.1007/978-3-642-25073-6_32,http://data.semanticweb.org/conference/iswc/2011/proceedings-1,http://data.semanticweb.org/conference/iswc/2011/paper/research/223,http://data.semanticweb.org/conference/iswc/2011/complete,"distributional hypothesis,emergent semantics,knowledge consolidation,lightweight semantics","We aim at providing a complementary layer for the web semantics, catering for bottom-up phenomena that are empirically observable on the Semantic Web rather than being merely asserted by it. We focus on meaning that is not associated with particular semantic descriptions, but emerges from the multitude of explicit and implicit links on the web of data. We claim that the current approaches are mostly top-down and thus lack a proper mechanisms for capturing the emergent aspects of the web meaning. To ﬁll this gap, we have proposed a framework based on distributional semantics (a successful bottom-up approach to meaning representation in computational linguistics) that is, however, still compatible with the top-down Semantic Web principles due to inherent support of rules. We evaluated our solution in a knowledge consolidation experiment, which conﬁrmed the promising potential of our approach.",http://data.semanticweb.org/conference/iswc/2011,"Research Track Paper",,EOL
"Matthias Hert, Giacomo Ghezzi, Michael Würsch, Harald Gall","How to ""Make a Bridge to the new Town"" using OntoAccess",112-127,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/In-Use/70320113.pdf,http://dx.doi.org/10.1007/978-3-642-25093-4_8,http://data.semanticweb.org/conference/iswc/2011/proceedings-2,http://data.semanticweb.org/conference/iswc/2011/paper/semantic-web-in-use/71,http://data.semanticweb.org/conference/iswc/2011/complete,"Case Study,Data Mapping,RDB-to-RDF","Business-critical legacy applications often rely on relational databases to sustain daily operations. Introducing Semantic Web technology in newly developed systems is often difficult, as these systems need to run in tandem with their predecessors and cooperatively read and update existing data. A common pattern is to incrementally migrate data from a legacy system to its successor by running the new system in parallel, with a data bridge in between. Existing approaches that can deployed as a data bridge in theory, restrict Semantic Web-enabled applications to read legacy data in practice, disallowing update operations completely. This paper explains how our RDB-to-RDF tool OntoAccess can be used to transition legacy systems into Semantic Web-enabled applications. By means of a case study, we exemplify how we successfully made a bridge between one of our own large-scale legacy applications and its long-term replacement. We elaborate on challenges we faced during the migration process and how we were able to overcome them.",http://data.semanticweb.org/conference/iswc/2011,"Semantic Web In Use Track Paper",,EOL
